content,annotation,extras
"Re: legalizing prostitution. I hate to oversimplify but ""Duh"" seems so fitting here. Like most repression  follow the money.","{'notes': '', 'label': ['0']}",
I hate when that happens. I have been misplacing and losing things a lot lately though,"{'notes': '', 'label': ['0']}",
Major newspapers seem to be heading the same route. I hate to see it happening  but it seems inevitable.,"{'notes': '', 'label': ['0']}",
oh my god. You DID steal my food baby. Poor thing. She's a bitch.,"{'notes': '', 'label': ['0']}",
damn you and your soul-stealing internet comics! i can't leave my house because QC has officially overtaken my brain. thanks!,"{'notes': '', 'label': ['0']}",
damn phone. It was supposed to be funny.,"{'notes': '', 'label': ['0']}",
I'm not sure how famous it is  but it is damn delicious.,"{'notes': '', 'label': ['0']}",
Damn man  you're on top of this! Your combined birthday/Christmas present might be a little late depending on supply.,"{'notes': '', 'label': ['0']}",
oh man  that sucks. Sick babies are the most heartbreaking thing ever. I hope she starts to feel better soon.,"{'notes': '', 'label': ['0']}",
I hate this game,"{'notes': '', 'label': ['0']}",
Re: http://tinyurl.com/w2xzw  - You are a HUGE nerd!,"{'notes': '', 'label': ['0']}",
LOL if you read that myb. it was just annoying bc i hate footballll XD,"{'notes': '', 'label': ['0']}",
thiz is fucking nasttty!!!,"{'notes': '', 'label': ['0']}",
and fuck you I am a miracle :D,"{'notes': '', 'label': ['0']}",
that's because Romo is a bad ass. You should like the cowboys anyways,"{'notes': '', 'label': ['0']}",
the fact that you're a bad ass soothes my soul.,"{'notes': '', 'label': ['0']}",
mostly about the gaza bombings. It sucks in todays world being pro-military. No one wants military until it's their ass in trouble.,"{'notes': '', 'label': ['0']}",
you got better movies then I did. That alpha dog movie I got sucks.,"{'notes': '', 'label': ['0']}",
damn dude... what's wrong??,"{'notes': '', 'label': ['0']}",
always the steelers!  now i know for sure your a down ass girl lol,"{'notes': '', 'label': ['0']}",
god damn you beat me this time.,"{'notes': '', 'label': ['0']}",
damn you shay do a live show!,"{'notes': '', 'label': ['0']}",
it always gets back 2 college football trash talk doesn't it? why can't we all just hate the USCtrojans and leave it there?,"{'notes': '', 'label': ['0']}",
once again  i agree... damn you are always right! baby!,"{'notes': '', 'label': ['0']}",
man you reply pretty fast on that damn phone...,"{'notes': '', 'label': ['0']}",
damn 3... thats not a good look man...,"{'notes': '', 'label': ['0']}",
early eh? damn.,"{'notes': '', 'label': ['0']}",
damn... it will pick up very soon.,"{'notes': '', 'label': ['0']}",
man i forgot that was tonight! i knew i was forgetting something... damn.,"{'notes': '', 'label': ['0']}",
hate in your blood is not healthy... i put that on my momma.,"{'notes': '', 'label': ['0']}",
damn. i guess i am the last man standing...,"{'notes': '', 'label': ['0']}",
I dont know. I like how dick in a box started it but I like jizz in my pants better simply because it just sounds better.,"{'notes': '', 'label': ['0']}",
damn rooster kept me up all night. I'll take a picture of him  then righ after I'm getting the shotgun and blowing his ass away!,"{'notes': '', 'label': ['0']}",
Internet was down  couldn't get back to you. 10 day forecast: http://is.gd/clbJ   don't hate me. I think it's going to be sunny,"{'notes': '', 'label': ['0']}",
Look on the bright side  at least you're internet relevant enough for someone you don't know in real life to hate.,"{'notes': '', 'label': ['0']}",
So  all they did was argue about guild stuff the whole time?  That sucks if so.,"{'notes': '', 'label': ['0']}",
Drobo kicks ass man  I love mine!,"{'notes': '', 'label': ['0']}",
Teehee  I fucking love you. &lt;3 Also  you always make me twoosh. :),"{'notes': '', 'label': ['0']}",
Per my other tweets  I've (hopefully temporarily) stopped using Adium because it sucks up 75-80% of my CPU! :-(,"{'notes': '', 'label': ['0']}",
thanks hot ass! :P,"{'notes': '', 'label': ['0']}",
I'm jealous...he's a hottie. And I wanna believe he's gay too.,"{'notes': '', 'label': ['0']}",
I hate when birds fly over me. I feel like in gonna be a poop target. That's so not sexy.,"{'notes': '', 'label': ['0']}",
damn that sux,"{'notes': '', 'label': ['0']}",
damn man  how did that happen?? at least no one was hurt,"{'notes': '', 'label': ['0']}",
DAMN IT you had to bring this stuff up when i have no phone to call someone or no boyfriend lmao,"{'notes': '', 'label': ['0']}",
where is the global warming. I'm fucking cold now,"{'notes': '', 'label': ['0']}",
Sleep? What the fuck is that?,"{'notes': '', 'label': ['0']}",
I hate snow,"{'notes': '', 'label': ['0']}",
hands down one of my favorite veggies (and snack) is roasted brussel sprouts w/ fat free ranch to dip it in.,"{'notes': '', 'label': ['0']}",
i'm still sick as fuck but have too much to do to stay home (that i can't get done anyway),"{'notes': '', 'label': ['0']}",
and with all the chaos going on today  I'M THE ONLY FUCKING PERSON WORKING IN THE OFFICE!,"{'notes': '', 'label': ['0']}",
i have damn good health insurance  luckily. so when i have a stroke today  i'll be covered.,"{'notes': '', 'label': ['0']}",
slash retard off.. Missread that :(,"{'notes': '', 'label': ['0']}",
Dude  that sucks. I hope it's not really a big leak.,"{'notes': '', 'label': ['0']}",
I hate tracking replies over all the networks. And Twitter for me is all about who I follow...not who follows me.,"{'notes': '', 'label': ['0']}",
damn this Xmas party. I want to be home playing it also.,"{'notes': '', 'label': ['0']}",
my UFC wannabe cousins and I do the same thing!,"{'notes': '', 'label': ['0']}",
@pidpoid Damn it! I've just splashed out &#163;1.29! I'll check our Aroundme as well!,"{'notes': '', 'label': ['0']}",
good lord. :( that sucks.,"{'notes': '', 'label': ['0']}",
hopefully not candles. I hate getting candles. Its such a nondescript gift.,"{'notes': '', 'label': ['0']}",
did my cats freak you out again.,"{'notes': '', 'label': ['0']}",
ha! Alabama sucks!,"{'notes': '', 'label': ['0']}",
hellboy 2 was damn good.,"{'notes': '', 'label': ['0']}",
I've only seen highlights of Lott  but I know Reed is by far the best today. I hate people arguing about Bob S and Troy P,"{'notes': '', 'label': ['0']}",
i got a D in that damn finance... oh well  all the other classes went well,"{'notes': '', 'label': ['0']}",
that's a Damn good question ... a rose by any name ...,"{'notes': '', 'label': ['0']}",
... why all the iPhone hate? Did Steve Jobs break your heart when you were a wee youngun?,"{'notes': '', 'label': ['0']}",
damn  I missed it.,"{'notes': '', 'label': ['0']}",
We spent the day down in Del Mar  which was pretty damn cold  so I can imagine.,"{'notes': '', 'label': ['0']}",
have you seen it before? We had a great time. Being a Python nerd help  of course.,"{'notes': '', 'label': ['0']}",
little know fact. Betty still uses a rotary phone in all her damn commercials. Haha,"{'notes': '', 'label': ['0']}",
ahh damn your fancy ass cable! So hoighty toighty!! : ),"{'notes': '', 'label': ['0']}",
hi Pete  hehe  its funny when you get put on the spot like that  one take  no edits  warts an' all (hate watching mself tho :) ),"{'notes': '', 'label': ['0']}",
I hate people who waste my time another whose technology I break,"{'notes': '', 'label': ['0']}",
Our galaxy sucks!,"{'notes': '', 'label': ['0']}",
Damn it  I'm runner up again?,"{'notes': '', 'label': ['0']}",
After T3 I'll need to see some damn good reviews. Otherwise it's just going to the end of my Netflix queue.,"{'notes': '', 'label': ['0']}",
You bet!  @Sashakane gave me the receipe!  Totally authenic!  I made a burrito out of the extra filling!  Damn tasty!!,"{'notes': '', 'label': ['0']}",
i concur  2009 is going to kick ass if you have the right mind set,"{'notes': '', 'label': ['0']}",
that's the thing i love and hate the most! some peeps over due it  that's what IM is for :D (me doing it now  sheesh),"{'notes': '', 'label': ['0']}",
 I so want to RT your bottom-feeding Tweet. It's too damn long,"{'notes': '', 'label': ['0']}",
serioulsy... I hate questions like that one... they totally miss the point.,"{'notes': '', 'label': ['0']}",
"That would be called ""Fuzzy Math"" and ""Fat Pockets"".","{'notes': '', 'label': ['0']}",
Damn straight Phil! I've seen it dozens of times and it STILL gets the blood flowing! :),"{'notes': '', 'label': ['0']}",
and @Thronkus Don't hate on the old people...they got spunk.,"{'notes': '', 'label': ['0']}",
would join but im on dailup blog tv sucks for me lol,"{'notes': '', 'label': ['0']}",
don't cha just hate it when that happens? specially when it's a tune from a lousy commercial.,"{'notes': '', 'label': ['0']}",
Thanks :-) I'm doing my best  fuck this wind! It's been fun watching people slip on the ice though!,"{'notes': '', 'label': ['0']}",
The #9  This fucking blows... good thing I've had a good book to read. And I'm supposed to make an appt at 3pm?,"{'notes': '', 'label': ['0']}",
Damn  it was really great... someone was requesting a trickster hobbit with magical abilities to work for them  I voted it best of.,"{'notes': '', 'label': ['0']}",
well I was just wondering if there ws a way to just chat...cuz ur pretty damn popular,"{'notes': '', 'label': ['0']}",
 Hey Claire! Yes my cake is double dutch chocolate with hot Carmel  LOL!!!! Join me when ur ready. Somehow I made it fat free,"{'notes': '', 'label': ['0']}",
ROFL!!!  The trick with my cake is  it doesn't taste fat free...but it is.  What more can a girl want? ;-D,"{'notes': '', 'label': ['0']}",
yeah  I'm a sophomore  and everything's rather easy. I just hate doing it. XD,"{'notes': '', 'label': ['0']}",
that sucks. At least you've got GB xD,"{'notes': '', 'label': ['0']}",
that sucks Pete. Just a random puke or what?,"{'notes': '', 'label': ['0']}",
Hate it! However  Santa didn't bring me a maid or a dishwasher so here I am...,"{'notes': '', 'label': ['0']}",
call me.....i hate not having a working cell phone!,"{'notes': '', 'label': ['0']}",
damn that sucks.. u know  there are 3 types of people on the force  the ones who will hurt/help/stand n watch u ..,"{'notes': '', 'label': ['0']}",
I like Fringe too  but how come everything circles back to his experiments in the 60s  let some other science nerd have a go!,"{'notes': '', 'label': ['0']}",
did u piss off big bird?,"{'notes': '', 'label': ['0']}",
"@Lgrun @cheapcheapcheap You know things are bad when you don't even get a fail whale.  Just a ""page not found""!","{'notes': '', 'label': ['0']}",
Yeah next time he plays Ludacris maybe some G's from the ATL can cap his ass.,"{'notes': '', 'label': ['0']}",
I hope that's not porn  coz if it is then damn is it weird shit you like to read...,"{'notes': '', 'label': ['0']}",
oh... then yeah  that sucks :B,"{'notes': '', 'label': ['0']}",
yeah  I hate that :B,"{'notes': '', 'label': ['0']}",
it's all about you cool cats down in the DLC. I just don't understand people who hate their jobs cause mine is so great :),"{'notes': '', 'label': ['0']}",
They do fear us; why do you think they hate us owning guns? It's all that stands between them and absolute power.,"{'notes': '', 'label': ['0']}",
And so it begins. Ugh. I hate winter.,"{'notes': '', 'label': ['0']}",
I guess he just like the attention... What a self-centered whore  right?!,"{'notes': '', 'label': ['0']}",
Damn... You caught me! I'm CRAZY jealous! ;),"{'notes': '', 'label': ['0']}",
Haha! Damn  yo! Bitches need to learn how to act! It's not a Blow Pop that you can chew on to get to the cum  I mean gum...,"{'notes': '', 'label': ['0']}",
I'm a Heroes whore! lol,"{'notes': '', 'label': ['0']}",
LOL... My name was on Santas ass! thanks.,"{'notes': '', 'label': ['0']}",
HILLA! LOL Its late.. Fingers to fat for buttons..,"{'notes': '', 'label': ['0']}",
the nerd inthe shop lead me to believe it was a rechargeable!,"{'notes': '', 'label': ['0']}",
lmao.............It really is a wonderful thing is'nt it??  lol................damn makes me happy :),"{'notes': '', 'label': ['0']}",
I like the way you pop in and out.......of twitter I mean ;)  My ass is parked next to my tree that's half decorated but nice,"{'notes': '', 'label': ['0']}",
Im pretty damn goood actually....lol.....how u doin?,"{'notes': '', 'label': ['0']}",
molten lava ... Hate US Airways! Worse customer service ever!,"{'notes': '', 'label': ['0']}",
nerd. *resumes Half-Life marathon*,"{'notes': '', 'label': ['0']}",
I asked what cod was the other day since Mr I'll Show You My Cock said it and got ridiculed for not realizing whaat it was,"{'notes': '', 'label': ['0']}",
wow that sucks (being stuck on the grapevine. Not the lack of 3g).,"{'notes': '', 'label': ['0']}",
You're working both Saturday and Sunday?  That sucks.,"{'notes': '', 'label': ['0']}",
It won't take me that long in my SUV monster. I just want to watch you freak out as I drive in the snow.,"{'notes': '', 'label': ['0']}",
Made the pig bigger and sent it back to you again! ;-),"{'notes': '', 'label': ['0']}",
Don't you hate that.  Feel your pain as I do that too often.,"{'notes': '', 'label': ['0']}",
Damn! No  sorry! I was afraid you'd think that. Sorrrry!,"{'notes': '', 'label': ['0']}",
it sucks they only show parts of the game,"{'notes': '', 'label': ['0']}",
yah i think i can!! haha. i'm just gonna have to ignore his dumb ass LOL,"{'notes': '', 'label': ['0']}",
damn two days in a row lmao and once again mommie i had no part in this  it was Gabby lmao,"{'notes': '', 'label': ['0']}",
damn that sucks!!!!!,"{'notes': '', 'label': ['0']}",
damn  your right,"{'notes': '', 'label': ['0']}",
Damn. How are you getting out early? I'm stuck with no beer till 4:30.,"{'notes': '', 'label': ['0']}",
hate bros,"{'notes': '', 'label': ['0']}",
damn... And I thought 2 hours was a long time!! Thanks for exercising your right!,"{'notes': '', 'label': ['0']}",
LOL  I hate you and your amazing scarf!,"{'notes': '', 'label': ['0']}",
ha ha fucking ha,"{'notes': '', 'label': ['0']}",
I wanna say ur the one that put me on to them. I can't remember. I met u online around the same time I met Frank. Fuck  we're old.,"{'notes': '', 'label': ['0']}",
LOL  I think I hopped on near the end of Aug? I used to dis the hell out of it. I just didn't get it. Now look @ me. Damn it.,"{'notes': '', 'label': ['0']}",
I'm honestly surprised that u still fuck w/ Twitter.,"{'notes': '', 'label': ['0']}",
well just DAMN!,"{'notes': '', 'label': ['0']}",
about damn time!,"{'notes': '', 'label': ['0']}",
I hate going out in summer for that reason :(,"{'notes': '', 'label': ['0']}",
@iglazer dick's announcement has to make the defrag fleece a collectible now  right?,"{'notes': '', 'label': ['0']}",
haha  damn...all it took was a pick up line?...SCORE!,"{'notes': '', 'label': ['0']}",
- change of plans  if you're in my neighborhood before 8:30  would you swap with me? The 6' one is a pain in the ass.,"{'notes': '', 'label': ['0']}",
that's more like it! but seriously  you're gonna hate emacs if you dont like / want to use lisp. that's its main draw,"{'notes': '', 'label': ['0']}",
Wow that sucks. Hope you make it home without turning into a snowman.,"{'notes': '', 'label': ['0']}",
"Stingy sucks  I agree  but no need for anything ""expensive"" on a first date.","{'notes': '', 'label': ['0']}",
says coffee is bad idea cause it makes you look cheap...  I say fuck that.. COFFEE NOW.. hehe.. and see what happens later.,"{'notes': '', 'label': ['0']}",
Screw Haptics? Kinky! ;-) Yeah I've found that feather-light touching and certain angles of fat thumb help. Almost less deliberate?,"{'notes': '', 'label': ['0']}",
Hmm  wonder who it was. Do you know local owners? Hate not being able to drive mine now due to weather!,"{'notes': '', 'label': ['0']}",
I have (and hate) Charter. They forced me to upgrade from 3Mb to 5Mb and then raised my bill 50%. A-holes.,"{'notes': '', 'label': ['0']}",
agreed but you can't sell what people don't want to buy. They want the illusion  the magic fat loss pill  can't blame seller,"{'notes': '', 'label': ['0']}",
Man that sucks. Srsly. I'd LOVE to see them live. But 500 dollars. Jesus.  ._.,"{'notes': '', 'label': ['0']}",
too late! you have to work boxing day too? that sucks.,"{'notes': '', 'label': ['0']}",
"Thanks! I'm a bit of a freak about those ""looking back on the year"" pieces each 12/31.","{'notes': '', 'label': ['0']}",
Oh  that's perfectly fine. He knows I'm also after his ass. *wink*,"{'notes': '', 'label': ['0']}",
makes me want to vomit. i think it's something to with my new comments system though  was fine before that. technology sucks.,"{'notes': '', 'label': ['0']}",
Glad you are feeling better man...NOW GET BACK TO WORK DAMN IT!!!!!! :-),"{'notes': '', 'label': ['0']}",
I HATE having to rush while carrying my guitar,"{'notes': '', 'label': ['0']}",
Fucking incredible. He rocked harder than anyone I've ever seen.,"{'notes': '', 'label': ['0']}",
FUCK I won't be around spring in Charlottesville. I'll be in L.A....Summer Tour FTW,"{'notes': '', 'label': ['0']}",
That has happened to me before. They are usually quite speedy at rectifying the situation. Still  it's a pain in the ass.,"{'notes': '', 'label': ['0']}",
ouch  that sucks.,"{'notes': '', 'label': ['0']}",
I heard that  too... wondered the same thing... i hate office muzak,"{'notes': '', 'label': ['0']}",
Well  I'll be damn. Three years of using EE and never knew that. Thank ya! My life is easier now.,"{'notes': '', 'label': ['0']}",
White chocolate peppermint mocha twist. It's a fucking mouth full but a really nice holiday drink. I stick with nonfat chai though,"{'notes': '', 'label': ['0']}",
so there were like 11 Five Guys in Orlando...we never went there once...GAY!!,"{'notes': '', 'label': ['0']}",
that sucks. thanks &lt;3,"{'notes': '', 'label': ['0']}",
I think the better question is will Rapattoni work at all on Mac? Geezzz - I hate change.  Especially change I don't want!,"{'notes': '', 'label': ['0']}",
I agree & in fairness it's the smallest maternity shirt ever seen. I'm not fat  it's just the only empire waisted shirt my size.,"{'notes': '', 'label': ['0']}",
Yes save my photos and show them to him when you really want to freak him out :P,"{'notes': '', 'label': ['0']}",
Nope a regular blackberry. Damn this 5 year tmobile contract.,"{'notes': '', 'label': ['0']}",
yeah that song suck  santagold sucks too. nice picture  i'm just seeing it  ur skin looks good,"{'notes': '', 'label': ['0']}",
Books do kick ass!,"{'notes': '', 'label': ['0']}",
I think I've fixed my problems..other than the brain problem I have..damn..the wind is blowing again.,"{'notes': '', 'label': ['0']}",
damn! Do I want to come in tomorrow??,"{'notes': '', 'label': ['0']}",
Fantastic! hung w/ sk8rs in HS =) fat shame about iphone 'nomo'4 us 2-all Christmas a blur. help? y my iphone twitpics sideways?,"{'notes': '', 'label': ['0']}",
hate writing?  I LOVE writing :P  I'm contracted through January  but if you need a 2nd draft or something hit me up!,"{'notes': '', 'label': ['0']}",
"that is why we didn't ""do"" Santa. Giggles was afraid of the fat white guy busting into our house & doing ""bad things""","{'notes': '', 'label': ['0']}",
i hate when i buy warranties then lose the warranty. The list goes on  I will reply with more when I think of more.,"{'notes': '', 'label': ['0']}",
srsly why don't they reset the damn clock? Everyone I know does it :(,"{'notes': '', 'label': ['0']}",
Damn dude the last 3 eps of TrueBlood are the best,"{'notes': '', 'label': ['0']}",
"""its like it was a dream""....fag.","{'notes': '', 'label': ['0']}",
what'd you like/hate about the process?,"{'notes': '', 'label': ['0']}",
I hate wrapping  because I'm terrible at it. I always use gift bags. And you can use them again  so it environmentally correct.,"{'notes': '', 'label': ['0']}",
hmm..maybe if you got off your computer and sat in front of it instead your ass wouldn't hurt.  &lt;O - ),"{'notes': '', 'label': ['0']}",
I'm up. See previous  my night sucks  tweet,"{'notes': '', 'label': ['0']}",
I bet im not even famous and I've seen and experienced it its a damn shame,"{'notes': '', 'label': ['0']}",
it sucks I dont even know what I did to cause the problem it started hurting monday and by wednesday sweeling up,"{'notes': '', 'label': ['0']}",
no smart-ass  more than once a year  and believe me  she needs it. Even my cat is disgusted at Ela's personal hygiene issues.,"{'notes': '', 'label': ['0']}",
hilary duff is great. don't let her giant veneers tell you otherwise. she's saying you're not gay.,"{'notes': '', 'label': ['0']}",
its a protest for the gay marriage ban in CA. Ppl are doing it all over the world,"{'notes': '', 'label': ['0']}",
This place sucks get a good job so I can stay home please pretty please aww fuck it am begging you. Lmao,"{'notes': '', 'label': ['0']}",
 DAMN.  and I'm in Palm Springs for the holidays  go figure. Where will you post  Steve  when you get a few?,"{'notes': '', 'label': ['0']}",
says the girl who throws a fit when someone calls her fat. Grow up.,"{'notes': '', 'label': ['0']}",
ohhh fun are u eating roasted pig?,"{'notes': '', 'label': ['0']}",
yes i hate the word GURU... Guess what I know label you a guru lol.. Let's put it on our signatures now and business cards lol,"{'notes': '', 'label': ['0']}",
That sucks. I know the stress you're feelin all too well.,"{'notes': '', 'label': ['0']}",
i just love that movie! damn it!,"{'notes': '', 'label': ['0']}",
I HATE MY CPMOUTER it sed on stickie note that they changed stuff around and they did it happend to others :Sss,"{'notes': '', 'label': ['0']}",
welcome back bitch!! We missed ya! :D,"{'notes': '', 'label': ['0']}",
- You KNOW she doesn't.  She BARELY looks hapa. But LOL @ that one bitch from the one show.,"{'notes': '', 'label': ['0']}",
wow  that's even worse than the blue screen of death from driver conflicts. I've been there too  though. It sucks.,"{'notes': '', 'label': ['0']}",
dont hate me :(,"{'notes': '', 'label': ['0']}",
video quality mostly sucks for screencasts. that was the reason for having the original source.,"{'notes': '', 'label': ['0']}",
I can donate some booty as well. Ever heard of top ass? I got that and more.,"{'notes': '', 'label': ['0']}",
color me shocked... I hate to think @islandcubfree had anything to do with this,"{'notes': '', 'label': ['0']}",
dude  I'm not even in LA. I'm in cold ass Chicago. But  its nothing but a word if I was in LA.,"{'notes': '', 'label': ['0']}",
UGH I do too. White decks are a bitch to play against. All the circles of poncey protection. I play black  red  or green or a combo,"{'notes': '', 'label': ['0']}",
@jkjb98 NO FLASH? Fuck me running. I guess that's trade-off for video and sms pics. Can't have it all.,"{'notes': '', 'label': ['0']}",
That's like comparing apples to oranges  but I STILL prefer twitter to FF. I hate FF with a burning passion.,"{'notes': '', 'label': ['0']}",
OMG. Get him  honey! Flying Taintchoke his ass. Can't he read the fucking Shakesperean tragedy that is our server troubles?,"{'notes': '', 'label': ['0']}",
It was pretty fucking cool when it wasn't driving me insane. I worked for Toonami and AS for 5 years.,"{'notes': '', 'label': ['0']}",
Ugh. I fucking hate Ben 10. I remember how much bs it cause for my dept. when I was with CN.,"{'notes': '', 'label': ['0']}",
not really. u see  my college is unfortunately a popular one and if i bitch  people will know who i am  so i need to be careful,"{'notes': '', 'label': ['0']}",
Yes  that's the one. I refuse to believe Race had a baby w/anyone but Jezebel Jade. I hate his accent in RAJQ,"{'notes': '', 'label': ['0']}",
yeah I've been to N.O. recently  damn shame.,"{'notes': '', 'label': ['0']}",
hey man  i'd be screwed without slicehost's tutorial articles and creating new slices from backup images... I hate fresh setup.,"{'notes': '', 'label': ['0']}",
Re : future - some ass.. kick it :D  btw ive caved in to fallout3 already,"{'notes': '', 'label': ['0']}",
damn right. Unfairly maligned is the poor sardine.,"{'notes': '', 'label': ['0']}",
damn right,"{'notes': '', 'label': ['0']}",
RO quests are fucking LAME. Collect ELEVENTY BILLION OF THIS AND TEN THOUSAND OF THAT. You are a far more patient person than I.,"{'notes': '', 'label': ['0']}",
Oh that sucks. Hmm  maybe you'll get sick and need another house call soon...,"{'notes': '', 'label': ['0']}",
did you like the patti labelle sing along too. even went on arsenio with hr and did that damn song. Singing???,"{'notes': '', 'label': ['0']}",
i hate to say it but right now you are correct,"{'notes': '', 'label': ['0']}",
Wow  that sucks. )c8 My condolences on your loss. I hope the HD springs back to life long enough to get the data back cheaply.,"{'notes': '', 'label': ['0']}",
You're welcome. (c8 Wish I could've done something more. Losing a HD sucks. )c8 Do u have an external HD to backup to?,"{'notes': '', 'label': ['0']}",
hiii lady! damn... i need some galoshes!,"{'notes': '', 'label': ['0']}",
damn for real? That's news to me. I'm 100% sure that's a tape loop tho. Zig  Idris  Earl... N.O. Drummers&gt;everyone else,"{'notes': '', 'label': ['0']}",
not even...its just too fucking cold out  im too fucking sick  and its too fucking cold in my basement!,"{'notes': '', 'label': ['0']}",
aaaawwwww not the Rock em Sock em!! damn i think just drooled...,"{'notes': '', 'label': ['0']}",
damn tell Mo to stop bitin my shit!!! lol.,"{'notes': '', 'label': ['0']}",
LMAO!!!! damn i bout to bite that!!!,"{'notes': '', 'label': ['0']}",
damn that's my favorite ep. CLICK *Bugs gets the shit beat outta him* CLICK *Babies asleep!! classic...,"{'notes': '', 'label': ['0']}",
dont stick up for @primeluva..homeboy is fat! Lay off the ceviche my man!,"{'notes': '', 'label': ['0']}",
geez what crawled up ur ass my man im just messing with u...take a joke...,"{'notes': '', 'label': ['0']}",
that was quick...im bout to get this damn thing on my storm so i can be COOL&gt;&gt;&gt;&gt;,"{'notes': '', 'label': ['0']}",
ive had a salad damn near everyday since last week. THIS SUCKS!!!!,"{'notes': '', 'label': ['0']}",
u haven't heard?? i'm moving to LA end of january. we haven't spoke about that yet? damn... we'll talk more about it later.,"{'notes': '', 'label': ['0']}",
All I know is that Zunes suck for me. I used it once and really hate it since then.,"{'notes': '', 'label': ['0']}",
lol  damn right!,"{'notes': '', 'label': ['0']}",
damn son  right in time for break. Ouch!,"{'notes': '', 'label': ['0']}",
damn! somebody just told me its snow in germany..now im not ready to go anymore  lol,"{'notes': '', 'label': ['0']}",
LOL.... You can't hate my Carmel dark skin!!!,"{'notes': '', 'label': ['0']}",
"on the real  even though Tracee has the biggest ass outta all the ""Girlfriends"" i fux with Golden Brooks...","{'notes': '', 'label': ['0']}",
who is fat?,"{'notes': '', 'label': ['0']}",
"Why is it funny to me that a 7foot damn near 400lb dude just said ""wooosahh""? You funny dude. LOL","{'notes': '', 'label': ['0']}",
Damn right.  I guess we see the diff b/t him and t pain.  Pain pulled it off on SNL a couple of weeks ago without the autotune,"{'notes': '', 'label': ['0']}",
I'm just that damn cool homie.  You'll know what's up when I don't tweet for exactly 1hr and 56min. LOL,"{'notes': '', 'label': ['0']}",
turns out the earthquake was a rumor. Truth is a fat girl just slipped on the ice and fell.,"{'notes': '', 'label': ['0']}",
Radio sucks in the city as well at times  so imagine in other places....,"{'notes': '', 'label': ['0']}",
Damn....your co-workers are classy...,"{'notes': '', 'label': ['0']}",
Whale Wars is kinda crazy...those hippie pirates are fools man...Their passion is cool & all but they do some dumb shit...lol...,"{'notes': '', 'label': ['0']}",
"Damn  that's crazy...And from the pic it looks like he ""got grapes""....ahahahahahahaha...","{'notes': '', 'label': ['0']}",
Damn  that's crazy...Cali always has the some sort of natural disaster going on...Guess there's gotta be a catch...,"{'notes': '', 'label': ['0']}",
I just saw your message about kool-aid..I like to think my taste is pretty damn dope..And you can't get it down there? That's rough.,"{'notes': '', 'label': ['0']}",
NERD!!!!   Ahahahahaha...good shit though...congrats...how you celebrating?,"{'notes': '', 'label': ['0']}",
Freestyle Fighting to start their trial 30 days. It is cold as FUCK outside.,"{'notes': '', 'label': ['0']}",
bet lol! i kick ass on tha wii,"{'notes': '', 'label': ['0']}",
damn its ollie's bday? Yall should stop by over here too!,"{'notes': '', 'label': ['0']}",
lmao!!! I got that same weapon. Used it last night. Although I hate using it. HATE IT!!!,"{'notes': '', 'label': ['0']}",
damn... I thought i was smart! Thanks!!!,"{'notes': '', 'label': ['0']}",
damn  im late as hell!,"{'notes': '', 'label': ['0']}",
Damn technology! when it works  its great... when it dont  WTF!!! lol,"{'notes': '', 'label': ['0']}",
damn black is on twitter. Happy new year to the midwest stars...Trackstar and Black Milk,"{'notes': '', 'label': ['0']}",
shit  probably!!  Bitch was always looking for a hand out.  I think that plus the paranoia.,"{'notes': '', 'label': ['0']}",
very sad to sell yourself but its something she has to live with not me. I'm just glad I found out!  Damn recession!,"{'notes': '', 'label': ['0']}",
I was glad anyway. Bitch was was blocking my hustle. Now hoes sit back seat. MOB and that no bullshit till the grave,"{'notes': '', 'label': ['0']}",
Right now  I'd demand a new laptop  fuck that. Hit up @bestbuy.,"{'notes': '', 'label': ['0']}",
lol. The match was fucking epic.,"{'notes': '', 'label': ['0']}",
"i fucking REFUSE to pay that much money for a laptop.  not that i have it  but still.  the ""apple tax"" would turn me off if i did","{'notes': '', 'label': ['0']}",
damn i didnt know i would have gone,"{'notes': '', 'label': ['0']}",
damn i woulda waited it out for the 360 pimp,"{'notes': '', 'label': ['0']}",
"I nominate @GarnettLee in #videogames because I love 1UP yours and it's ""his god damn show!""","{'notes': '', 'label': ['0']}",
ur probably at henry's.. it's gay nite lol..,"{'notes': '', 'label': ['0']}",
damn your gonna have to reach down into your dj jedi mind and pull it off. You can though,"{'notes': '', 'label': ['0']}",
I actually piss ace of spade so its not that bad,"{'notes': '', 'label': ['0']}",
yeah i just watched that my damn self. ridiculous.,"{'notes': '', 'label': ['0']}",
sucks to be me tonight....,"{'notes': '', 'label': ['0']}",
actually he took that damn Fat Joe song and just sped up the track... BUt i like Webstars better,"{'notes': '', 'label': ['0']}",
where's ya damn picture?!?,"{'notes': '', 'label': ['0']}",
as much as i wanted to hate it...that song is crazy!!!!,"{'notes': '', 'label': ['0']}",
Now you'll really hate me when I tell you I saw her live....twice....during the same tour. Nashville and Chattanooga.,"{'notes': '', 'label': ['0']}",
not blanket restriction. Definitive laws geared towards specific abuses i.e. slander  libel  obscenity  hate talk etc.,"{'notes': '', 'label': ['0']}",
- :) And  yeah  I know  I think I set off every nerd alarm in a five mile radius with that one.,"{'notes': '', 'label': ['0']}",
are you serious? That sucks!,"{'notes': '', 'label': ['0']}",
i fucking love that movie.,"{'notes': '', 'label': ['0']}",
